00000.png;1816;0;1920;82;1;0.7262
00003.png;1302;409;1574;577;1;0.9887
00004.png;1468;432;1602;479;1;1.0000
00004.png;1350;434;1463;482;1;0.9944
00004.png;1349;484;1608;602;1;0.9697
00004.png;173;551;296;598;1;0.9194
00004.png;1415;495;1496;527;1;0.7416
00005.png;1152;464;1248;509;1;0.9994
00005.png;1252;467;1393;514;1;0.9969
00005.png;1146;515;1395;632;1;0.9600
00005.png;1209;525;1289;558;1;0.6466
00006.png;944;68;1221;128;1;0.9150
00007.png;1297;372;1594;561;1;0.8497
00008.png;1324;462;1421;504;1;1.0000
00008.png;1234;455;1319;496;1;1.0000
00008.png;768;660;832;685;1;0.7516
00008.png;1264;512;1328;538;1;0.7216
00009.png;1273;426;1515;581;1;0.9541
00010.png;1192;520;1432;628;1;0.9747
00011.png;1246;549;1312;584;1;0.9869
00011.png;1364;394;1505;459;1;0.9719
00011.png;1212;374;1358;441;1;0.9631
00011.png;1192;441;1502;619;1;0.9203
00012.png;1128;325;1533;459;1;0.8531
00013.png;827;217;902;250;1;1.0000
00013.png;746;186;989;379;1;0.9312
00015.png;636;202;874;397;1;0.9553
00015.png;882;348;1032;399;1;0.8625
00015.png;884;211;1036;255;1;0.6278
00016.png;854;172;962;216;1;0.9791
00016.png;852;222;1092;364;1;0.9384
00016.png;971;171;1087;214;1;0.9181
00016.png;1024;268;1078;318;1;0.8591
00017.png;594;190;829;388;1;0.9062
00017.png;933;304;1920;654;1;0.7122
00018.png;1255;374;1422;441;1;0.9947
00018.png;1432;388;1622;457;1;0.9922
00018.png;1243;451;1622;581;1;0.9231
00018.png;1264;463;1397;509;1;0.7225
00019.png;716;68;996;266;1;0.8391
00019.png;996;84;1177;276;1;0.8372
00020.png;716;68;996;266;1;0.8391
00020.png;996;84;1177;276;1;0.8372
00021.png;1304;288;1482;358;1;0.9881
00021.png;1492;296;1709;368;1;0.9853
00021.png;1622;436;1686;499;1;0.7647
00022.png;1400;318;1534;383;1;0.9759
00022.png;1538;332;1727;404;1;0.9319
00022.png;1384;382;1725;562;1;0.8975
00022.png;1652;460;1707;512;1;0.8278
00023.png;722;1044;789;1080;1;0.7344
00024.png;1522;293;1585;325;1;1.0000
00024.png;1366;454;1660;496;1;0.8997
00026.png;1096;378;1416;573;1;0.9634
00027.png;932;1046;990;1080;1;0.9484
00027.png;574;103;848;304;1;0.8506
00027.png;544;1046;810;1080;1;0.8009
00027.png;848;190;1032;328;1;0.6047
00028.png;1440;286;1503;342;1;0.9900
00028.png;1307;366;1439;416;1;0.9597
00028.png;1238;245;1419;338;1;0.9309
00028.png;1421;272;1628;372;1;0.9019
00028.png;1524;410;1595;472;1;0.7831
00028.png;842;1020;1213;1080;1;0.7275
00029.png;1822;577;1920;621;1;0.6656
00030.png;1266;337;1546;502;1;0.9900
00030.png;1814;346;1920;398;1;0.9222
00032.png;1314;193;1485;275;1;0.9197
00032.png;1486;215;1754;307;1;0.8697
00032.png;1616;407;1715;498;1;0.7919
00033.png;742;1046;786;1080;1;1.0000
00033.png;586;1045;737;1080;1;0.9847
00033.png;628;110;825;343;1;0.9769
00034.png;1606;268;1830;374;1;0.9472
00034.png;1406;246;1600;350;1;0.9381
00036.png;508;109;748;353;1;0.9056
00036.png;786;176;1015;361;1;0.7922
00037.png;1268;374;1527;549;1;0.9787
00038.png;1326;288;1512;384;1;0.9850
00038.png;1522;310;1746;410;1;0.9362
00039.png;776;71;1012;198;1;0.8678
00039.png;764;174;1000;290;1;0.8131
00040.png;1334;224;1660;375;1;0.9703
00040.png;1331;375;1658;540;1;0.9625
00040.png;1408;454;1462;508;1;0.6653
00040.png;1529;458;1580;513;1;0.6194
00042.png;1314;248;1369;290;1;1.0000
00042.png;1371;392;1449;456;1;0.9656
00042.png;1146;212;1288;286;1;0.9259
00042.png;1292;236;1479;316;1;0.8978
00042.png;1234;303;1314;346;1;0.6025
00043.png;705;69;953;312;1;0.9712
00043.png;548;1047;672;1080;1;0.7581
00043.png;448;1045;551;1080;1;0.7053
00044.png;1530;174;1579;228;1;1.0000
00044.png;1690;327;1779;417;1;1.0000
00044.png;1278;156;1464;228;1;0.9931
00044.png;1472;165;1806;245;1;0.9684
00046.png;1513;255;1560;298;1;1.0000
00046.png;1336;242;1486;305;1;0.9997
00046.png;1495;246;1659;310;1;0.9994
00046.png;1590;386;1638;435;1;0.9862
00046.png;1329;314;1661;502;1;0.9638
00047.png;1498;373;1560;409;1;1.0000
00047.png;1383;342;1669;512;1;0.8709
00048.png;1025;414;1106;451;1;0.9837
00048.png;1013;451;1232;577;1;0.9372
00048.png;1108;421;1233;462;1;0.9347
00049.png;637;95;717;134;1;1.0000
00050.png;1104;454;1249;513;1;0.9775
00050.png;983;438;1101;494;1;0.9694
00050.png;958;487;1247;706;1;0.9325
00050.png;1154;578;1222;639;1;0.8656
00051.png;1184;566;1403;708;1;0.9563
00052.png;652;43;848;118;1;1.0000
00052.png;740;232;783;262;1;1.0000
00052.png;854;41;1094;134;1;0.9825
00052.png;631;122;1100;371;1;0.9322
00052.png;672;220;707;262;1;0.9184
00052.png;994;218;1056;283;1;0.9000
00052.png;888;59;949;111;1;0.8878
00053.png;1278;473;1326;515;1;1.0000
00053.png;1114;448;1254;515;1;0.9700
00053.png;1096;514;1409;689;1;0.9647
00053.png;1258;462;1408;531;1;0.9572
00054.png;1195;540;1312;577;1;0.9991
00054.png;1101;543;1190;580;1;0.9950
00054.png;1101;582;1318;676;1;0.9669
00054.png;1112;644;1179;666;1;0.8878
00055.png;1440;590;1632;698;1;0.9900
00055.png;1446;466;1636;608;1;0.8956
00056.png;1460;499;1652;586;1;1.0000
00056.png;1286;484;1449;569;1;1.0000
00056.png;1273;574;1656;727;1;0.9675
00056.png;393;250;509;317;1;0.7644
00056.png;279;240;396;304;1;0.7613
00056.png;505;258;621;328;1;0.7516
00056.png;163;230;284;291;1;0.7403
00056.png;618;268;730;338;1;0.7291
00056.png;728;278;839;349;1;0.7253
00056.png;944;298;1051;367;1;0.7009
00056.png;1150;318;1257;380;1;0.6963
00056.png;834;288;947;357;1;0.6909
00056.png;1048;308;1153;362;1;0.6787
00056.png;47;221;166;259;1;0.6372
00056.png;356;904;556;1052;1;0.6253
00056.png;1256;328;1357;376;1;0.6153
00056.png;1354;338;1455;389;1;0.6125
00057.png;760;298;872;352;1;0.9656
00057.png;877;312;1007;367;1;0.9556
00057.png;746;350;1005;491;1;0.9237
00058.png;861;209;1081;261;1;0.7706
00058.png;862;269;1081;440;1;0.7244
00059.png;1211;483;1346;535;1;0.9972
00059.png;1142;385;1287;460;1;0.9463
00059.png;1290;405;1473;484;1;0.9184
00060.png;840;247;976;298;1;0.9997
00060.png;770;162;902;226;1;0.9381
00060.png;745;222;1113;432;1;0.9053
00060.png;905;181;1116;257;1;0.8828
00061.png;598;194;697;229;1;1.0000
00061.png;1149;694;1195;727;1;0.9912
00062.png;640;180;737;210;1;1.0000
00062.png;833;234;1007;406;1;1.0000
00062.png;864;261;977;293;1;1.0000
00062.png;833;166;1006;226;1;0.9972
00062.png;580;156;793;406;1;0.9841
00062.png;795;322;830;360;1;0.9837
00063.png;854;203;957;240;1;1.0000
00063.png;1097;261;1188;293;1;1.0000
00063.png;858;254;926;288;1;0.9981
00063.png;1134;304;1258;328;1;0.9916
00063.png;1103;332;1230;368;1;0.9828
00063.png;1153;213;1239;247;1;0.9756
00063.png;1032;126;1308;189;1;0.9425
00063.png;798;112;1008;423;1;0.9416
00063.png;1026;192;1307;429;1;0.9041
00063.png;1050;130;1112;178;1;0.8447
00063.png;1248;211;1290;254;1;0.6203
00064.png;726;214;839;244;1;1.0000
00064.png;524;151;960;440;1;0.6503
00065.png;629;220;750;255;1;1.0000
00065.png;920;280;1110;382;1;0.7766
00066.png;1214;276;1270;344;1;1.0000
00066.png;1085;110;1125;167;1;0.9981
00066.png;805;60;1024;160;1;0.9159
00066.png;1030;98;1311;205;1;0.8778
00067.png;666;137;775;180;1;1.0000
00067.png;201;542;248;605;1;1.0000
00067.png;950;164;1095;234;1;0.9372
00067.png;1238;354;1282;409;1;0.9266
00067.png;1331;605;1406;684;1;0.8641
00067.png;1099;187;1317;267;1;0.8578
00067.png;913;219;1407;475;1;0.6684
00067.png;639;179;687;226;1;0.6609
00068.png;630;153;739;185;1;1.0000
00068.png;886;248;1158;281;1;0.6850
00069.png;928;437;1100;483;1;0.9728
00069.png;741;387;913;550;1;0.9719
00069.png;1186;624;1216;671;1;0.8903
00070.png;945;256;1036;285;1;1.0000
00070.png;934;230;1254;312;1;0.9916
00070.png;1796;616;1895;681;1;0.9419
00070.png;1784;496;1886;629;1;0.9300
00074.png;1390;308;1572;376;1;0.9962
00074.png;1213;302;1385;372;1;0.9887
00074.png;1210;378;1578;530;1;0.9294
00075.png;815;149;1146;278;1;0.8625
00083.png;1459;328;1747;484;1;0.8453
00084.png;1412;110;1582;174;1;1.0000
00084.png;1590;102;1848;168;1;1.0000
00084.png;1584;307;1689;341;1;1.0000
00084.png;1774;273;1831;319;1;1.0000
00084.png;1602;358;1752;388;1;1.0000
00084.png;1710;300;1751;341;1;0.9463
00085.png;1264;343;1641;516;1;0.9450
00085.png;1256;308;1359;365;1;0.9269
00085.png;1364;284;1624;354;1;0.9031
00086.png;1249;272;1416;337;1;1.0000
00086.png;1438;289;1499;336;1;1.0000
00086.png;1532;412;1595;474;1;0.9613
00086.png;1237;346;1617;526;1;0.9384
00087.png;892;168;992;214;1;0.9900
00087.png;1322;378;1425;502;1;0.9706
00087.png;998;177;1123;226;1;0.9644
00087.png;878;216;1121;374;1;0.9366
00088.png;659;150;909;374;1;0.9500
00089.png;1362;368;1634;499;1;0.9934
00090.png;1650;188;1814;242;1;1.0000
00090.png;1481;185;1643;236;1;0.9994
00090.png;1690;334;1798;426;1;0.9316
00091.png;1022;200;1088;255;1;0.9588
00091.png;861;126;1108;346;1;0.8769
00092.png;727;80;928;382;1;0.8813
00093.png;885;242;967;275;1;0.9872
00093.png;788;178;1069;225;1;0.9491
00093.png;785;235;1072;361;1;0.9162
00093.png;1002;270;1057;326;1;0.8434
00094.png;1211;162;1388;315;1;0.9700
00094.png;1209;115;1380;163;1;0.9503
00094.png;827;222;1037;287;1;0.8763
00095.png;1382;284;1588;354;1;0.9706
00095.png;1596;282;1819;354;1;0.8972
00095.png;1372;360;1842;572;1;0.7431
00095.png;1720;423;1791;501;1;0.6988
00096.png;1416;238;1516;285;1;0.9728
00096.png;1523;229;1648;276;1;0.9728
00096.png;1416;279;1655;373;1;0.7922
00097.png;824;166;908;202;1;0.9978
00097.png;782;114;1088;348;1;0.7663
00098.png;1383;435;1434;479;1;1.0000
00098.png;1228;418;1358;477;1;0.9959
00098.png;1220;486;1501;564;1;0.9816
00099.png;1178;385;1274;424;1;0.9650
00099.png;1172;490;1341;550;1;0.9556
00099.png;1276;393;1415;436;1;0.9287
00100.png;1034;112;1220;160;1;1.0000
00100.png;918;110;1031;156;1;1.0000
00100.png;922;278;1127;337;1;0.9491
00100.png;910;160;1223;354;1;0.9137
00100.png;996;178;1034;217;1;0.8003
00100.png;1058;284;1119;308;1;0.6344
00101.png;630;90;877;349;1;0.9112
